ipo_date,symbol,company_name,ipo_price,current,return
2023-09-15,RYZB,"RayzeBio, Inc.",18.00,62.49,247.17
2023-09-14,ARM,Arm Holdings plc,51.00,359.08,604.08
2023-09-13,SPPL,Simpple Ltd.,5.25,3.72,-29.14
2023-09-12,NWGL,CL Workshop Group Limited,9.00,0.268,-97.02
2023-09-07,AXG,Solowin Holdings,,3.30,
2023-08-30,IVP,"Inspire Veterinary Partners, Inc.",4.00,0.031,-99.15
2023-08-18,NNAG,99 Acquisition Group Inc.,10.00,10.55,5.50
2023-08-15,SPGC,"Sacks Parente Golf, Inc.",4.00,3.00,-97.50
2023-08-15,SRM,SRM Contractors Limited,5.00,10.18,106.00
2023-08-10,LQR,LQR House Inc.,5.00,1.15,-77.00
2023-08-09,NRXS,"NeurAxis, Inc.",6.00,6.80,13.33
2023-08-08,GMEX,GMEX Robotics Corporation,,0.628,
2023-08-03,MIRA,"MIRA Pharmaceuticals, Inc.",7.00,0.91,-86.99
2023-08-01,CTNT,Cheetah Net Supply Chain Service Inc.,4.00,1.67,-58.25
2023-08-01,HRYU,"Hanryu Holdings, Inc.",10.00,0.29,-97.12
2023-08-01,PXDT,"Pixie Dust Technologies, Inc.",9.00,0.58,-93.56
2023-07-27,PRZO,ParaZero Technologies Ltd.,4.00,0.512,-87.20
2023-07-27,SRFM,Surf Air Mobility Inc.,20.00,0.842,-95.79
2023-07-26,HYAC,Haymaker Acquisition Corp. 4,10.00,10.75,7.50
2023-07-25,ELWS,"Earlyworks Co., Ltd.",5.00,6.21,24.20
2023-07-25,JNVR,Janover Inc.,4.00,79.31,1882.75
2023-07-25,KVAC,Keen Vision Acquisition Corporation,10.00,12.20,22.00
2023-07-25,WRNT,Warrantee Inc.,4.00,0.272,-93.21
2023-07-21,TSBX,Turnstone Biologics Corp.,12.00,0.355,-97.00
2023-07-19,ODD,Oddity Tech Ltd.,35.00,12.87,-63.23
2023-07-14,APGE,"Apogee Therapeutics, Inc.",17.00,132.69,680.53
2023-07-14,NETD,Nabors Energy Transition Corp. II,10.00,11.52,15.20
2023-07-14,SGMT,Sagimet Biosciences Inc.,16.00,6.93,-56.69
2023-07-12,BOWN,Bowen Acquisition Corp,10.00,9.19,-8.10
2023-07-12,SXTP,"60 Degrees Pharmaceuticals, Inc.",5.30,1.69,-68.11
2023-07-06,PWM,Power Metals Corp.,5.00,1.08,-76.60
2023-06-30,INTS,"Intensity Therapeutics, Inc.",5.00,4.08,-18.40
2023-06-30,VTMX,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",31.00,32.34,4.32
2023-06-29,KGS,"Kodiak Gas Services, Inc.",16.00,70.65,341.56
2023-06-29,PLGO,Pelagos Insurance Capital Limited,,23.90,
2023-06-29,SVV,"Savers Value Village, Inc.",18.00,10.23,-43.17
2023-06-28,BUJA,Bukit Jalil Global Acquisition 1 Ltd.,10.00,3.66,-63.40
2023-06-28,GENK,"GEN Restaurant Group, Inc.",12.00,2.08,-82.67
2023-06-16,AZTR,"Azitra, Inc.",5.00,0.21,-95.80
2023-06-16,BOF,BranchOut Food Inc.,6.00,4.50,-25.00
2023-06-15,CAVA,"CAVA Group, Inc.",22.00,82.24,273.82
2023-06-14,ESHA,ESH Acquisition Corp.,10.00,,15.70
2023-05-26,ATMU,Atmus Filtration Technologies Inc.,19.50,50.69,159.95
2023-05-25,ATS,ATS Corporation,41.00,27.98,-31.76
2023-05-25,IPXX,Inflection Point Acquisition Corp. II,10.00,10.79,7.85
2023-05-17,CWD,CaliberCos Inc.,4.00,0.647,-83.83
2023-05-16,SGE,"Strong Global Entertainment, Inc.",4.00,1.55,-61.25
2023-05-05,ALCY,Alchemy Investments Acquisition Corp 1,10.00,11.66,18.00
2023-05-05,SLRN,Solar 18 Corporation,18.00,2.25,-87.50
2023-05-04,KVUE,Kenvue Inc.,22.00,18.80,-14.55
2023-05-02,GODN,Golden Star Acquisition Corporation,10.00,2.91,-70.90
2023-04-28,TRNR,Interactive Strength Inc.,8.00,0.551,-93.11
2023-04-21,AACT,Ares Acquisition Corporation II,10.00,9.49,-5.10
2023-04-21,JYD,Jayud Global Logistics Limited,4.00,1.04,-74.00
2023-04-20,UCAR,U Power Limited,6.00,1.28,-78.67
2023-04-20,USGO,U.S. GoldMining Inc.,10.00,8.06,-19.40
2023-04-20,WLGS,"Wang & Lee Group, Inc.",5.00,0.04,-99.18
2023-04-18,TPET,Trio Petroleum Corp.,3.00,0.288,-90.40
2023-04-18,WAI,Top KingWin Ltd,4.00,1.95,-51.25
2023-04-14,GDTC,CytoMed Therapeutics Limited,4.00,0.99,-75.25
2023-04-13,VCIG,VCI Global Limited,4.00,4.50,12.50
2023-04-12,GDHG,Golden Heaven Group Holdings Ltd.,4.00,1.30,-67.50
2023-04-05,ARBB,ARB IOT Group Limited,4.00,4.70,17.38
2023-04-04,ISPR,Ispire Technology Inc.,7.00,1.82,-73.93
2023-04-04,MGIH,Millennium Group International Holdings Limited,4.00,1.50,-62.50
2023-04-03,MWG,Multi Ways Holdings Limited,2.50,1.37,-45.20
2023-03-31,HKIT,Hitek Global Inc.,5.00,0.268,-94.64
2023-03-31,HSHP,Himalaya Shipping Ltd.,5.80,14.05,142.24
2023-03-31,SFWL,Shengfeng Development Limited,4.00,0.87,-78.25
2023-03-31,SYT,Softing AG,8.00,2.26,-71.75
2023-03-30,CHSN,Chanson International Holding,4.00,1.06,-73.50
2023-03-29,HLP,Hongli Group Inc.,4.00,0.48,-88.00
2023-03-29,TBMC,Trailblazer Merger Corporation I,10.00,3.69,-26.75
2023-03-28,TMTC,TMT Acquisition Corp.,10.00,2.20,-78.00
2023-03-28,YGFGF,"YanGuFang International Group Co., Ltd.",4.00,0.002,-99.95
2023-03-28,ZJYL,Jin Medical International Ltd.,8.00,2.46,-69.25
2023-03-24,OAKU,Oak Woods Acquisition Corporation,10.00,12.20,22.00
2023-03-23,BANL,CBL International Limited,4.00,0.394,-90.16
2023-03-21,MGRX,"Mangoceuticals, Inc.",4.00,0.359,-91.03
2023-03-21,OMH,Ohmyhome Limited,4.00,0.639,-84.02
2023-03-17,FORL,Four Leaf Acquisition Corporation,10.00,11.26,16.00
2023-03-16,ICG,Intchains Group Limited,8.00,0.736,-90.80
2023-03-15,IZM,ICZOOM Group Inc.,4.00,0.354,-91.16
2023-03-09,AESI,Atlas Energy Solutions Inc.,18.00,15.75,-12.50
2023-03-09,AIXI,Xiao-I Corporation,6.80,2.39,-64.85
2023-02-28,BMR,Beamr Imaging Ltd.,4.00,1.41,-64.75
2023-02-28,SBXC,SilverBox Corp III,10.00,10.84,8.40
2023-02-15,DIST,DistIT AB (publ),10.00,28.00,180.00
2023-02-15,GXAI,Gaxos.ai Inc.,4.15,1.14,-72.53
2023-02-14,BFRG,"Bullfrog AI Holdings, Inc.",6.50,0.644,-90.09
2023-02-14,MARX,Mars Acquisition Corp.,10.00,2.48,-75.20
2023-02-10,BLAC,Bellevue Life Sciences Acquisition Corp.,10.00,3.01,-69.90
2023-02-10,ENLT,Enlight Renewable Energy Ltd,18.00,91.15,406.39
2023-02-10,MLYS,"Mineralys Therapeutics, Inc.",16.00,25.78,61.09
2023-02-10,PTHR,"Pono Capital Three, Inc.",10.00,5.72,-42.80
2023-02-09,HSAI,Hesai Group,19.00,15.61,-17.84
2023-02-09,LSDIF,Lucy Scientific Discovery Inc.,4.00,0.01,-99.75
2023-02-09,NXT,Nextpower Inc.,24.00,116.67,386.13
2023-02-06,LICN,Lichen International Limited,4.00,1.26,-68.50
2023-02-03,ASST,"Strive, Inc.",5.00,12.55,151.00
2023-02-03,GPCR,Structure Therapeutics Inc.,15.00,48.16,221.07
2023-02-01,CETU,Cetus Capital Acquisition Corp.,10.00,2.22,-77.80
2023-01-27,BREA,Brera Holdings PLC,5.00,25.20,404.00
2023-01-27,TXO,"TXO Partners, L.P.",20.00,12.34,-38.30
2023-01-26,GNLX,Genelux Corporation,6.00,2.85,-52.42
2023-01-25,HERE,Here Group Limited,,2.07,
2023-01-20,CVKD,"Cadrenal Therapeutics, Inc.",5.00,2.98,-40.40
2023-01-13,ISRL,Israel Acquisitions Corp,10.00,12.40,24.00
2023-01-13,MGOL,MGO Global Inc.,5.00,0.37,-92.60
2023-01-13,SKWD,"Skyward Specialty Insurance Group, Inc.",15.00,54.39,262.60
