ipo_date,symbol,company_name,ipo_price,current,return
2021-12-30,GMFI,Aetherium Acquisition Corp.,10.00,11.04,10.40
2021-12-28,WTMA,Welsbach Technology Metals Acquisition Corp.,10.00,11.81,18.10
2021-12-27,AOGO,Arogo Capital Acquisition Corp.,10.00,10.96,9.60
2021-12-22,GDNR,Gardiner Healthcare Acquisitions Corp.,10.00,10.90,9.00
2021-12-22,NXGL,"NEXGEL, Inc.",5.50,0.54,-90.18
2021-12-21,LSPR,Larkspur Health Acquisition Corp.,10.00,22.50,125.00
2021-12-21,NVAC,NorthView Acquisition Corporation,10.00,2.50,-75.00
2021-12-21,SAGA,Sagaliam Acquisition Corp.,10.00,10.88,8.80
2021-12-17,APCA,AP Acquisition Corp,10.00,11.45,14.50
2021-12-17,RCAC,Revelstone Capital Acquisition Corp.,10.00,10.65,6.50
2021-12-16,ADRT,Ault Disruptive Technologies Corporation,10.00,11.40,14.00
2021-12-16,BNOX,Bionomics Limited,15.45,0.253,-98.36
2021-12-16,CFFS,CF Acquisition Corp. VII,10.00,11.29,12.90
2021-12-16,FLD,FTAC Emerald Acquisition Corp.,10.00,11.10,11.00
2021-12-16,IMMX,"Immix Biopharma, Inc.",5.00,10.04,100.80
2021-12-16,SANG,Sangoma Technologies Corporation,22.68,3.72,-83.60
2021-12-16,SHAP,Spree Acquisition Corp. 1 Limited,10.00,10.91,9.10
2021-12-15,AHRN,Ahren Acquisition Corp.,10.00,10.49,4.90
2021-12-15,BFAC,Battery Future Acquisition Corp.,10.00,11.14,11.40
2021-12-15,EVE,EVe Mobility Acquisition Corp.,10.00,11.27,12.65
2021-12-15,GNTA,Genenta Science S.p.A.,11.50,1.85,-83.91
2021-12-15,IOT,Samsara Inc.,23.00,31.24,35.83
2021-12-15,IVCB,Investcorp Europe Acquisition Corp I,10.00,11.59,15.90
2021-12-15,IVCP,Swiftmerge Acquisition Corp.,10.00,10.50,5.00
2021-12-15,PRLH,Pearl Holdings Acquisition Corp,10.00,11.32,13.20
2021-12-14,AMZE,"Amaze Holdings, Inc.",,0.13,
2021-12-14,KACL,Kairous Acquisition Corp. Limited,10.00,12.33,23.30
2021-12-14,SIDU,"Sidus Space, Inc.",5.00,2.71,-45.80
2021-12-13,ALSA,Alpha Star Acquisition Corporation,10.00,12.06,20.60
2021-12-13,BRKH,BurTech Acquisition Corp.,10.00,13.09,30.90
2021-12-10,ATEK,Athena Technology Acquisition Corp. II,10.00,11.33,17.70
2021-12-10,FRBN,Forbion European Acquisition Corp.,10.00,21.13,116.95
2021-12-10,FXCO,Financial Strategies Acquisition Corp.,10.00,,
2021-12-10,GFGD,Growth For Good Acquisition Corporation,10.00,10.53,5.30
2021-12-10,HAIA,Healthcare AI Acquisition Corp.,10.00,,
2021-12-10,PORT,Southport Acquisition Corporation,10.00,11.19,11.90
2021-12-10,TCOA,Trajectory Alpha Acquisition Corp.,10.00,,
2021-12-10,XPDB,Power & Digital Infrastructure Acquisition II Corp.,10.00,19.40,94.00
2021-12-09,GGAA,Genesis Growth Tech Acquisition Corp.,10.00,,
2021-12-09,HCP,"HashiCorp, Inc.",80.00,34.78,-56.53
2021-12-09,HORI,Emerging Markets Horizon Corp.,10.00,10.40,4.00
2021-12-09,IGTA,Inception Growth Acquisition Limited,10.00,11.52,15.20
2021-12-09,NRSN,NeuroSense Therapeutics Ltd.,6.00,0.76,-87.33
2021-12-09,NU,Nu Holdings Ltd.,9.00,12.46,38.44
2021-12-09,RJAC,Jackson Acquisition Company,10.00,10.39,3.90
2021-12-09,SCUA,Sculptor Acquisition Corp. I,10.00,10.52,5.20
2021-12-09,TGAA,Target Global Acquisition I Corp.,10.00,11.37,13.70
2021-12-09,WEL,Integrated Wellness Acquisition Corp.,10.00,11.86,18.60
2021-12-08,CING,Cingulate Inc.,6.00,4.81,-19.83
2021-12-08,REFI,"Chicago Atlantic Real Estate Finance, Inc.",16.00,10.96,-31.50
2021-12-07,APXI,APx Acquisition Corp. I,10.00,11.90,19.00
2021-12-07,DAOO,Crypto 1 Acquisition Corp.,10.00,10.13,1.30
2021-12-07,GLLI,Globalink Investment Inc.,10.00,10.81,8.10
2021-12-07,JWAC,Jupiter Wellness Acquisition Corp.,10.00,5.65,-43.50
2021-12-07,MTVC,Motive Capital Corp II,10.00,10.51,5.10
2021-12-03,BIOS,BioPlus Acquisition Corp.,10.00,10.80,7.95
2021-12-03,BOCN,Blue Ocean Acquisition Corp.,10.00,10.72,5.20
2021-12-03,BPAC,Bullpen Parlay Acquisition Company,10.00,10.48,4.80
2021-12-03,STET,ST Energy Transition I Ltd.,10.00,10.49,4.90
2021-12-02,GEEX,Games & Esports Experience Acquisition Corp.,10.00,10.53,5.30
2021-12-02,ROC,ROC Energy Acquisition Corp.,10.00,4.61,-53.90
2021-12-02,UTAA,UTA Acquisition Corporation,10.00,10.67,6.70
2021-12-01,CMCAF,Capitalworks Emerging Markets Acquisition Corp,10.00,,
2021-12-01,PACI,PROOF Acquisition Corp. I,10.00,14.50,45.00
2021-12-01,ROCL,Roth CH Acquisition V Co.,10.00,9.88,-1.20
2021-12-01,TLGY,TLGY Acquisition Corporation,10.00,11.64,16.40
2021-11-30,CNGL,Canna-Global Acquisition Corp.,10.00,10.16,1.55
2021-11-24,BRD,Beard Energy Transition Acquisition Corp.,10.00,10.73,7.30
2021-11-24,MKULQ,"Molekule Group, Inc.",,,
2021-11-24,MNTN,Everest Consolidator Acquisition Corporation,10.00,11.65,16.50
2021-11-23,MAAQ,Mana Capital Acquisition Corp.,10.00,5.99,-40.10
